date,bookings,adr,promo_flag,event_flag,weekend_flag
2025-01-04,123,179.76,0,0,1
2025-01-05,153,177.73,0,0,1
2025-01-06,158,165.06,0,0,0
2025-01-07,169,168.16,0,0,0
2025-01-08,133,171.08,0,0,0
2025-01-09,117,168.66,0,0,0
2025-01-10,116,157.42,0,0,0
2025-01-11,128,171.84,0,0,1
2025-01-12,151,174.63,0,0,1
2025-01-13,147,165.4,0,0,0
2025-01-14,148,167.52,0,0,0
2025-01-15,148,162.71,0,0,0
2025-01-16,108,166.51,0,0,0
2025-01-17,127,162.89,0,0,0
2025-01-18,147,175.6,0,0,1
2025-01-19,151,172.56,0,0,1
2025-01-20,133,162.63,0,0,0
2025-01-21,147,161.04,0,0,0
2025-01-22,151,162.67,0,0,0
2025-01-23,119,170.91,0,0,0
2025-01-24,109,163.01,0,0,0
2025-01-25,126,189.44,0,0,1
2025-01-26,160,180.99,0,0,1
2025-01-27,161,167.85,0,0,0
2025-01-28,153,163.77,0,0,0
2025-01-29,135,170.1,0,0,0
2025-01-30,122,165.08,0,0,0
2025-01-31,111,167.95,0,0,0
2025-02-01,150,189.77,0,0,1
2025-02-02,153,179.21,0,0,1
2025-02-03,169,172.26,0,0,0
2025-02-04,174,164.91,0,0,0
2025-02-05,153,167.63,0,0,0
2025-02-06,121,174.9,0,0,0
2025-02-07,129,165.35,0,0,0
2025-02-08,139,187.14,0,0,1
2025-02-09,149,182.76,0,0,1
2025-02-10,167,165.7,0,0,0
2025-02-11,148,170.5,0,0,0
2025-02-12,157,171.88,0,0,0
2025-02-13,126,170.48,0,0,0
2025-02-14,132,161.72,0,0,0
2025-02-15,150,177.09,0,0,1
2025-02-16,161,179.0,0,0,1
2025-02-17,172,167.68,0,0,0
2025-02-18,158,170.45,0,0,0
2025-02-19,159,168.65,0,0,0
2025-02-20,124,162.57,0,0,0
2025-02-21,131,169.4,0,0,0
2025-02-22,168,182.28,0,0,1
2025-02-23,155,182.04,0,0,1
2025-02-24,161,172.07,0,0,0
2025-02-25,171,171.03,0,0,0
2025-02-26,155,169.47,0,0,0
2025-02-27,142,167.29,0,0,0
2025-02-28,142,160.86,0,0,0
2025-03-01,158,181.15,0,0,1
2025-03-02,181,180.18,0,0,1
2025-03-03,177,168.35,0,0,0
2025-03-04,171,162.07,0,0,0
2025-03-05,166,162.75,0,0,0
2025-03-06,159,171.19,0,0,0
2025-03-07,136,166.71,0,0,0
2025-03-08,145,181.49,0,0,1
2025-03-09,184,178.76,0,0,1
2025-03-10,175,166.64,0,0,0
2025-03-11,151,170.15,0,0,0
2025-03-12,170,164.21,0,0,0
2025-03-13,140,166.52,0,0,0
2025-03-14,141,164.15,0,0,0
2025-03-15,193,168.11,1,0,1
2025-03-16,208,168.47,1,0,1
2025-03-17,216,158.44,1,0,0
2025-03-18,204,155.48,1,0,0
2025-03-19,196,162.25,1,0,0
2025-03-20,177,153.48,1,0,0
2025-03-21,181,156.14,1,0,0
2025-03-22,169,174.95,0,0,1
2025-03-23,167,182.32,0,0,1
2025-03-24,193,165.13,0,0,0
2025-03-25,173,168.29,0,0,0
2025-03-26,177,158.02,0,0,0
2025-03-27,155,164.84,0,0,0
2025-03-28,164,167.12,0,0,0
2025-03-29,163,175.69,0,0,1
2025-03-30,177,179.41,0,0,1
2025-03-31,186,160.87,0,0,0
2025-04-01,178,168.36,0,0,0
2025-04-02,173,171.69,0,0,0
2025-04-03,138,160.82,0,0,0
2025-04-04,140,160.26,0,0,0
2025-04-05,154,179.63,0,0,1
2025-04-06,191,179.9,0,0,1
2025-04-07,206,159.25,0,0,0
2025-04-08,186,159.42,0,0,0
2025-04-09,170,159.73,0,0,0
2025-04-10,159,155.23,0,0,0
2025-04-11,165,156.68,0,0,0
2025-04-12,163,168.08,0,0,1
2025-04-13,191,168.77,0,0,1
2025-04-14,200,159.44,0,0,0
2025-04-15,193,160.25,0,0,0
2025-04-16,173,165.25,0,0,0
2025-04-17,170,154.79,0,0,0
2025-04-18,125,162.45,0,0,0
2025-04-19,179,169.38,0,0,1
2025-04-20,182,169.76,0,0,1
2025-04-21,172,160.38,0,0,0
2025-04-22,197,152.91,0,0,0
2025-04-23,189,158.64,0,0,0
2025-04-24,158,157.49,0,0,0
2025-04-25,164,158.51,0,0,0
2025-04-26,189,169.41,0,0,1
2025-04-27,199,177.78,0,0,1
2025-04-28,211,153.12,0,0,0
2025-04-29,200,153.25,0,0,0
2025-04-30,179,152.58,0,0,0
2025-05-01,146,152.56,0,0,0
2025-05-02,155,151.93,0,0,0
2025-05-03,164,170.93,0,0,1
2025-05-04,211,171.56,0,0,1
2025-05-05,194,151.29,0,0,0
2025-05-06,195,149.94,0,0,0
2025-05-07,183,154.85,0,0,0
2025-05-08,164,150.45,0,0,0
2025-05-09,173,154.88,0,0,0
2025-05-10,169,164.86,0,0,1
2025-05-11,197,157.67,0,0,1
2025-05-12,185,157.62,0,0,0
2025-05-13,177,158.3,0,0,0
2025-05-14,174,148.36,0,0,0
2025-05-15,163,148.95,0,0,0
2025-05-16,153,151.34,0,0,0
2025-05-17,169,163.22,0,0,1
2025-05-18,178,164.21,0,0,1
2025-05-19,191,157.3,0,0,0
2025-05-20,179,148.25,0,0,0
2025-05-21,188,145.45,0,0,0
2025-05-22,167,142.82,0,0,0
2025-05-23,171,165.1,0,1,0
2025-05-24,199,179.59,0,1,1
2025-05-25,208,186.59,0,1,1
2025-05-26,200,145.04,0,0,0
2025-05-27,206,147.7,0,0,0
2025-05-28,160,146.43,0,0,0
2025-05-29,162,150.95,0,0,0
2025-05-30,152,156.0,0,0,0
2025-05-31,184,155.47,0,0,1
2025-06-01,196,155.34,0,0,1
2025-06-02,186,149.17,0,0,0
2025-06-03,188,147.43,0,0,0
2025-06-04,167,151.79,0,0,0
2025-06-05,172,146.45,0,0,0
2025-06-06,158,142.38,0,0,0
2025-06-07,193,157.89,0,0,1
2025-06-08,189,159.67,0,0,1
2025-06-09,186,146.24,0,0,0
2025-06-10,176,144.7,0,0,0
2025-06-11,157,146.66,0,0,0
2025-06-12,144,146.79,0,0,0
2025-06-13,157,147.36,0,0,0
2025-06-14,178,156.15,0,0,1
2025-06-15,175,152.62,0,0,1
2025-06-16,202,141.6,0,0,0
2025-06-17,184,145.57,0,0,0
2025-06-18,179,137.22,0,0,0
2025-06-19,176,141.7,0,0,0
2025-06-20,165,138.39,0,0,0
2025-06-21,170,151.82,0,0,1
2025-06-22,178,156.57,0,0,1
2025-06-23,170,139.97,0,0,0
2025-06-24,182,139.15,0,0,0
2025-06-25,175,133.28,0,0,0
2025-06-26,148,141.46,0,0,0
2025-06-27,151,140.82,0,0,0
2025-06-28,168,158.66,0,0,1
2025-06-29,186,148.55,0,0,1
2025-06-30,183,138.43,0,0,0
